Title,clean_synopsis
Respect,rise aretha franklin career child singing father church choir international superstardom
Troy,year b c late bronze age two emerging nation begin clash paris trojan prince convinces helen queen sparta leave husband menelaus sail back troy menelaus find wife taken trojan asks brother agamemnon help get back agamemnon see opportunity power set ship holding greek troy
Bonhoeffer: Pastor. Spy. Assassin,world teeter brink annihilation dietrich bonhoeffer join deadly plot assassinate hitler risking faith fate save million jew genocide
Young Woman and the Sea,extraordinary true story trudy ederle first woman successfully swim english channel steadfast support older sister supportive trainer overcame adversity animosity patriarchal society rise rank olympic swimming team complete mile trek france england
Black Hawk Down,u ranger elite delta force team attempt kidnap two underling somali warlord black hawk helicopter shot american suffer heavy casualty facing intense fighting militia ground
The Castle Project,architect begin renovation convert old castle hotel uncovers expecting team contractor experience hauntings find could portal afterlife
The Thin Red Line,story group men army rifle company called c charlie change suffer ultimately make essential discovery fierce world war ii battle guadalcanal follows journey surprise unopposed landing bloody exhausting battle follow ultimate departure survived
Sakuran,anna tsuchiya blast back time playing oiran top notched geisha edo period yoshiwara district navigating brothel politics trying cling man love
The Electrical Life of Louis Wain,extraordinary true story eccentric british artist louis wain whose playful sometimes even psychedelic picture helped transform public perception cat forever
Spencer,christmas holiday royal family sandringham estate norfolk england diana decides leave marriage prince charles
Beginning of the Great Revival,chronicle event led founding chinese communist party
3-D Sex and Zen: Extreme Ecstasy,young scholar named yangsheng get married beautiful daughter local merchant sex life prof unsatisfactory yangsheng leaf home journey pavilion ultimate bliss
The Great Battle,kingdom goguryeo ancient korea ruthless emperor taizong tang invades country lead army towards capital achieving one victory another way stronghold ansi protected general yang man chu everything possible stop invasion even troop outnumbered thousand enemy
Black Mass,true story whitey bulger brother state senator infamous violent criminal history south boston became fbi informant take mafia family invading turf
A Bridge Too Far,story operation market garden failed attempt ally latter stage wwii end war quickly securing three bridge holland allowing access rhine germany combination poor allied intelligence presence two crack german panzer division meant final part operation bridge arnhem rhine doomed failure
The World's Fastest Indian,life story new zealander burt munro spent year building indian motorcycle bike helped set land speed world record utah bonneville salt flat
